Q1_Humanity,Q2_Transparency,Q3_Capability,Q4_Reliabiltiy ,Q5_OpenEnded,PageName,Number_ProductLines,Age of Account (Month),Monthly Spend,Is_Seller?,Is_Subscriber?,Direct_Buyer?
6,6,5,7,Your company needs to make the Near Mint and Light Play and onward standards higher. I am getting Light Play items for Near Mint prices and having to message the people for partial refunds. Please make it stricter guidelines.,HomePage,1,11,155.83,No,No,no
7,7,7,7,"I've tried many other websites/ services. Short of just going to an LGS, tcgplayer is just the best way to go all around.",OrderComplete,4,17,81.3,No,No,yes
4,7,7,7,This is how I feel,Search,1,19,164.14,No,No,yes
5,5,6,5,I have had scenarios where friends have had a bad experience or two. it seems though that you all keep a high standard for your partners when selling I have had few problems and am mostly satisfied but still hav had missing packages in the past without any recourse. I have been a seller on here as well and wish to sell here again in the future.,Search,1,33,386,Yes,Yes,yes
7,7,7,7,i bought cards from here several times ,Product,3,35,12.96,No,No,yes
4,4,6,6,Haven’t used tcgplayer a whole lot. Recently made a purchase tho and plan to make another one soon ,Search,8,68,514.65,No,No,yes
4,4,4,4,I wasn't certain what the survey was going to be about. I made a mistake filling this out. I use the site as a database to search up rarity variants for cards as I buy my products elsewhere. I am unable to obtain what I require/desire from this site,Search,1,10,58.57,Yes,No,no
4,4,5,6,"Question 1 - makes little to no sense to me. You're gonna do you. The text can say whatever it wants, but in the end you can afford better lawyers. I have no reason to believe I'll need a lawyer. Ipso Facto I don't care.

2 - I don't care. You're a company. You don't have empathy, you have shareholders. Your CS dept gets paid the same if they're nice or not. Again I don't care. Never been boned so I don't care. ",OrderComplete,1,16,31.94,No,No,yes
7,7,7,7,I truly enjoy and appreciate all the service TCG provides,Search,1,26,36.52,No,No,yes
6,6,6,6,"I wish TCGplayer would either increase their 99 cent shipping or stop taking a cut of the shipping cost. 99 cent shipping no longer buys a stamp. It's encouraging sellers to look for cheap, likely counterfeit, stamps or using cheaper packaging increasing the chance of a bad buyer experience.",Search,1,26,36.52,No,No,yes
1,1,1,1,Kys,OrderComplete,1,59,33.77,No,No,yes
5,5,3,5,Very good services. But I feel prices are not accurate.,Product,10,63,530.4,No,No,yes
5,7,5,6,"For me, this is THE ccg website. I can get anything I am looking for at a fair price. The wait for delivery is long, but that is the advantage to the hobby and stamp mailing. It's a minor inconvenience worth enduring. Furthermore, it feels good to buy from local game stores even if they're far away. ",HomePage,1,11,9.49,No,No,no
7,7,7,7,Tcgplayer is always brought up as a reference for price points. I think that says alot about the site when everyone seems to use it and feel positive about.,OrderComplete,1,4,291.21,No,No,yes
5,4,6,6,I’m somewhat new here but you seem great!,Product,1,105,70.98,No,Yes,yes
7,5,6,7,"I can't explain responses right now,  i wasn't even planning to fill something out tonight.  Anyway, when i look at a two sided card using chrome, the link to see the second side doesn't work",OrderComplete,1,6,295.26,No,No,yes
7,7,7,7,yes,Infinite,1,17,55.49,Yes,No,no
7,7,6,6,Everything is great except for lots of sellers selling cards as NM when they are LP,HomePage,3,10,171.39,No,Yes,yes
4,1,7,7,Why did you change shipping costs to Japan from 5 usd to 11 usd from one day to another ? No communication or info. ,Product,1,127,27.14,No,No,yes
7,2,2,2,Website “enhancements” continue to erode functionality and make the shopping (particularly cart) experience more difficult. It has significantly reduced the time I spend browsing the site.,Product,10,42,380.17,Yes,Yes,yes
7,7,7,7,Great organized service that keeps sellers well in line with maintaining consistent professionalism. Your delivery times are consistently great. ,Product,2,35,139.81,Yes,No,yes
4,5,3,5,"I think tcg does a fair job I wanted to let people know that in the market streets of battle city comes with 198 common cards instead of 200. I counted what I bought, checked on yugipedia and even watched a youtuber open this. Seems there was a miscount when released. This is not a tcg fault but I wanted to give a heads up since I was asked for a survey.",Product,1,1,1481.74,No,No,no
7,7,7,7,"You recently earned respect by quickly resolving the credit kickback calculation error during a recent monthly promotion. Even if the only reason was to dodge a potential lawsuit, you fixed the error rapidly and provided clear communication. Also your customer service team is excellent",OrderComplete,1,16,40.3,No,No,yes
7,6,7,5,"I have looked at many listings and sellers from this site and most seem reputable and trustworthy, they also let you know whether you are getting a good deal or not and just genuinely are a conventional shop for all your card needs. I am hoping to purchase from their site soon :)",Product,1,20,73.22,No,No,yes
4,4,4,4,This is my first time on this website ,Product,1,18,123.41,No,No,yes
7,7,7,7,I’ve never had an issue with TCGplayer and I’ve been ordering cards from this site for years. Amazing service ,Search,2,1,370.57,No,No,no
7,6,6,7,I'm a somewhat new seller on tcg player and I've had a positive experience so far. Only thing that gives me any problems is adding pictures to my inventory. But other than that it's a great way to sell my cards and not have to take a 50% hit on the market value like the cards shops around me.,Infinite,1,22,19.73,Yes,No,yes
5,5,6,7,I have never had a bad experience on TCGPlayer that wasn't rectified in a timely manner.,HomePage,1,40,79.22,No,No,yes
7,4,7,7,Tcgplayer has always handled any issues that arise  as a buyer or seller fairly. ,Search,6,27,91.54,Yes,No,yes
6,6,5,3,I have had a higher rate of mistaken orders or incomplete product deliveries recently. ,OrderComplete,1,10,45.49,No,No,no
6,6,7,7,I have used TCGPlayer for over 3 years now and have only had one issue. That issue was resolved within days! I love the quality of work you all put in. ,Search,1,19,39.95,Yes,No,no
7,7,7,7,Love you guys! ,HomePage,4,28,123.25,Yes,No,yes
7,7,6,6,they be cool,Product,1,120,35.68,No,No,yes
6,4,5,6,"Tcg is pretty solid, last question kinda worded weird so left neutral",Product,1,2,307.69,No,No,yes
6,5,6,6,Its great,OrderComplete,1,2,60.15,No,No,no
7,7,7,7,I have been a customer for many years and I have yet to be dissatisfied with their services. Everything has been transparent and easy to use. ,Infinite,2,8,73.78,No,No,yes
7,7,7,7,Just thank you I don't have the time to really go over it im.a long winded talker,OrderComplete,3,49,78.88,No,No,yes
5,4,5,5,"TCGplayer Direct is flawed, I have regularly received wrong printings of cards or wrong cards outright. while resolutions to issues have been satisfactory, I would much rather not have to deal with the hassle at all. I have never once had issues while using a service like Card Kingdom. They seem to have happier workers, I have to think it’s because they’re union and taken care of. You should do the same for your workers and recognize the TCG union…and maybe I’ll think about doing the bulk of my business not with CK",HomePage,1,4,455.28,Yes,Yes,yes
4,5,6,6,"for question 1, the prices are rather deceptive in showing the lowest price first, before the page loads the real price, and often for a direct qualified seller that costs more than non direct sellers with shipping included.  feels rather shady.
2 and 3 are pretty self explanatory, and for 4, you guys are a company.  If I were treated unfairly in a transaction I would buy somewhere else.  I'd expect the same of your employees if I were selling them something.",OrderComplete,1,7,37.16,No,No,yes
7,7,7,7,It’s a great site to buy cards. They are help and protect buyers and sellers. If the site was easier to search for cards instead of give 100 results for one card and have more cards by direct it would be better. ,Search,1,1,45.23,No,No,no
4,4,4,4,First time I've been on your site. So I don't know yet.,Product,1,1,211.79,No,No,no
1,1,1,1,"I honestly visited the site to tell a seller they gave me the wrong rarity card when this survey popped up. I'm going to be frank, I had issues with the last 5 orders. Lots of packages go missing or the item is wrong. I gave this site one more chance with this last order and the seller blew it. Some sellers are also unprofessional especially in messaging. I had more issues with sellers within 8 months on this site than the whole 2022.",HomePage,4,53,63.31,No,No,yes
2,7,3,1,still cant ship to Australia even though its says that you do,HomePage,2,18,1.74,No,No,yes
6,7,6,6,"Because they never back down, never give up. Btw my answers are what I actually feel not just a meme.",HomePage,2,27,187.75,No,Yes,yes
7,5,6,5,Some of the individual sellers tend to take longer to ship products then the site recommends ,Product,2,16,104.99,Yes,No,yes
7,7,7,7,Great product please give ne free stuff,Product,1,42,15.04,No,No,yes
1,1,1,1,Respect employees right to unionize,Search,4,62,343.88,No,No,yes
4,2,5,3,TCGPlayer responses to a first-time Buylist user do not help the user understand WHY the specific cards reviewed by TCGPlayer did not meet the condition standards published by TCGPlayer.  A mechanism for helping the Buylist user learn would help improve expectations and waste less of TCGPlayer's time for future Buylists.,Search,1,19,83.1,No,No,yes
4,6,6,4,Some scenarios I haven't personally come across so I couldn't say positively or negatively.,HomePage,3,14,131.55,No,No,yes
4,6,3,5,I would say somewhat disagree with the quality of products because I was supposed to get a first edition one piece booster box but the company you listed turned out to be a fake and because of that I was unable to get a booster box for a reasonable price. I like tcg because of price checking. I will not be buying off this website due to my dissatisfaction due to that seller.,Product,1,13,152.79,No,No,yes
6,4,7,6,"Whenever I have an issue with a purchase that didn't arrive or a seller that sent a card that wasn't as described, I'm always reassured that I will either get my money back, or have the situation set right somehow. Most of the sellers on TCG are kind people, and the platform allows me to shop with confidence for all cards I need.",Search,1,5,115.39,No,No,yes
6,4,5,6,for as long as i've used the site it's been pretty good,Search,1,6,20.69,No,No,yes
4,4,6,6,"Strange question, i am a seller and a buyer on yhe site.  I feel that the services have been straight forward and helpful.  My a lack of agree or disagreement is the only neutral response. ",Product,4,103,22.07,No,No,yes
4,4,7,4,I always can expect the top performance from TCG Player. I don't know how TCG Player would be empathetic. I have no clue what TCG Player's motives are. I don't know their promises,Search,2,57,24.52,No,No,yes
7,6,3,4,nah,Search,1,20,21.82,No,No,yes
5,5,3,1,"Multiple instances of card condition issues on several orders. Slow processing time for Direct, even as a subscriber. Shaming tactics used to discourage negative reviews.",HomePage,3,8,230.28,No,No,no
7,7,5,5,"1. VERY CUSTOMER FRIENDLY. VERY SELLER FRIENDLY.

2. Experiences since merger have not been great. Mail failure to deliver or mail return to sender frequently. Not TCGplayer fault. Failure point is USPS. Alternate solution must be put into discussion.

3. Delivery dates fail to be made due to USPS or sender failure. Not a TCGplayer problem, however, delivery by date is a promise to customer. Consider addressing and coming about alternate solution.

4. You guys are awesome. no more need be said.",OrderComplete,1,1,108.99,No,No,no
3,4,7,3,Tcg direct is not what it once was. I live in Buffalo and used to get cards in about 2 days with it. Now it takes closer to 2 weeks. ,HomePage,1,73,5.82,No,No,yes
4,4,5,6,"I mean the site functions as it needs to, honestly it was better before.  But no other card specific site offers the same functionality",Search,2,7,237.78,No,No,yes
6,6,6,6,👍,Infinite,1,5,340.17,Yes,No,yes
4,4,5,4,I don't see too much of any either way,Product,1,5,340.17,Yes,No,yes
6,6,6,6,"On a few of these statements, I cannot actually admit any real knowledge. 
""""TCGplayer openly shares information, motives, and choices"" - This may be so. I've never investigated. I'm here to buy mtg singles.
""TCGplayer ... treats everyone fairly."" - How would I know?",HomePage,3,19,24.46,No,No,yes
1,1,5,2,"TCGplayer has consistently tried to avoid coming to the table to negotiate in good faith with union organizers. While I appreciate the service TCGPlayer provides and I am usually satisfied with the quality and speed of delivery for purchases made through TCGPlayer, I am less inclined to purchase from TCGPlayer knowing that the folks in charge are so obstinate to treating their workers with the respect they deserve. ",Search,1,21,35.01,No,No,yes
4,4,7,7,"Tcgplayer trusted vendors consistently deliver cards that are in the condition described presale. That would be enough for me to be a repeat customer in of itself but also Tcgplayer user interface is outstanding. Thanks for servicing this niche market in a thoughtful and streamlined manner, im sure it isnt easy, you guys are doing a great job 
-sdw ",HomePage,3,98,49.7,No,No,yes
7,7,7,7,TCGPLAYER IS AMAZINGGGGGGGGGG,OrderComplete,3,67,27.94,No,No,yes
7,7,5,5,"The condition of the cards has to get better. NM should be NM!!! I use the guide this company has put out. Most sellers do not go by it. TCGplayer itself has some issues with it. When I get a card with condition issues customer service from TCGplay is great! Still, I do not like having an issue in the first place. I do not like complaining. I admit I buy higher price cards on eBay. I can see all the cards and the condition they are in. On here it feels like a gamble on condition. A gamble I almost always lose. I like this site. It is my only problem. ",OrderComplete,1,2,291.01,No,No,yes
6,7,5,6,Quit logging me out of TCGPlayer everytime I close the tab or the app,Product,4,33,15.18,No,No,yes
6,6,6,6,Only one bad experience so far.,Search,1,13,144.91,No,Yes,yes
4,7,7,4,I have not done enough business with TCGplayer yet to be able to answer the last 2 questions fairly so i chose to neither agree or disagree. ,OrderComplete,1,4,155.15,No,Yes,yes
7,7,7,7,"Great company, great prices ",HomePage,1,4,129.6,No,Yes,yes
7,7,7,7,I have had nothing but great experiences with tcgplayer,Product,1,3,400.47,No,No,yes
7,6,7,6,i like tcg ,Search,3,33,43.54,Yes,No,no
3,3,7,7,"Let employees unionize, otherwise, good services",HomePage,1,30,279.89,No,No,yes
7,7,7,7,yes,Search,2,37,168.92,No,No,yes
6,6,6,7,Buy all the cards I cannot get locally from TCGplayer. Any issue I've had has been taken care of quickly and efficiently. ,Product,1,6,255.35,No,No,yes
4,4,7,7,"I need cards , you have them. ",Product,1,1,157.06,No,No,no
7,7,7,7,Great service for the player,OrderComplete,1,13,63.19,No,No,yes
1,1,1,1,i love you hr worker<33 sc:johnelliott7635,OrderComplete,4,81,82.28,Yes,No,yes
4,2,3,4,"I live in Australia so I don’t have much to say, it was good when we could get it but it been hard. The only feature I would love on the  website is a currency exchange to price the cards quicker. In Australia we still use your website to sell cards. Basically select your region and automatically change the price for the countries",Search,1,13,24.16,No,No,no
6,6,5,3,"I've had issues lately with  and condition, but it is being addressed elsewhere. I wish I had more warning for sales. I haven't seen sales lately and I thought they were every month. I'm not sure why I didn't get my store credit for my subscription last month.",OrderComplete,2,27,55.57,Yes,No,yes
7,7,7,7,"I haven't purchased a great deal from TCG yet, but so far my experiences have been good.",Product,1,2,73.69,No,No,yes
6,7,7,6,"I have yet to place an order on TCGplayer, but I love to use it to check market price on cards and check rarity and whatnot. A great service.",Product,1,87,20.39,No,No,yes
6,5,4,6,"nothing to explain other than how are u creating products, like i geth the services and experiences but not the products..",Search,12,76,104.11,No,No,yes
4,6,5,7,The website is a bit difficult to navigate. ,Search,3,27,408.59,Yes,Yes,yes
4,3,5,5,Information regarding mp lp etc shoul include a general picture ,Product,3,35,92.59,No,No,yes
4,6,6,6,the public image of the company is mixed especially regarding it's treatment of its employees and the fact it joined with ebay,Product,3,82,61.07,Yes,No,no
6,4,6,5,"Cards sometimes will have a card implying they were inspected for condition, but a lot of cards are definitely worse than the condition stated, sometimes by quite a bit.

Also TCG direct stock is up to date in the cart, but not for each individual card page, causes price changes, etc…

TCG direct in stock label for the saved for later cart was the best feature to have ever been removed. Please bring it back.",OrderComplete,2,1,249.18,No,No,yes
1,4,2,5,i would really like it. if i could send in a support ticket without going through the bot which also prevents me from sending in a support ticket. so please let me send a support ticket if your bot doesnt give me the correct options. Shit is mad annoying and i still cant send in a support ticket for my missing $400 purchase. its been like 2 months but i cant send in a ticket. :),Search,1,132,4.59,No,No,no
5,6,5,4,"There are times my orders do not come in, or the seller will send the wrong item. It would be great if there was a system to track packages in so that if items got lost in the mail both the customer and seller would be informed so that either refunds can be arranged, or the products can be resent.",Search,1,1,0.2,No,No,no
7,7,7,7,Just a good reliable site with a lot of information ,Product,1,1,33.72,No,No,yes
7,7,7,6,Cardfight! Vanguard should be in the store frontpage,HomePage,1,58,0.14,No,No,no
4,4,4,5,Just don't know enough about you to answer more,Search,2,34,295.84,Yes,No,yes
7,7,7,7,Awesome service and fair prices.,HomePage,2,37,13.38,No,No,yes
1,1,1,1,"bad
",Search,1,41,77.23,No,No,yes
7,3,5,6,Not sure what buylist is nor what is involved in being a seller. ,Infinite,3,19,123.52,Yes,No,no
2,1,1,4,You don’t ship to Australia! And haven’t for years now! Fix it! ,Search,4,31,19.73,No,No,no
4,4,4,4,never bought from you,Product,5,17,68.15,No,Yes,yes
6,6,7,6,I have used tcgplayer more then once and even when I had an issue with a few orders they responded and help fix the issue in a timely manner which I truly appreciate ,Product,2,55,16.99,No,No,yes
5,5,6,6,The site still struggles to sort by price and I'm not able to filter all results by foil easily at top level of search. Both seem to make shopping experience more difficult.,OrderComplete,5,35,39.47,Yes,No,yes
4,4,7,6,provide a good platform where i can trust in reliable transactions.  its not about how i feel.,Search,5,35,39.47,Yes,No,yes
7,7,7,7,IVE DONE THIS SURVEY LIKE THREE TIMES NOW BUT TCGPLAYER IS STILL AWESOME SO I DONT REALLY MIND,Infinite,1,4,62.4,No,No,yes
4,4,4,6,I have not been part of TCG long enough to make an accurate assessment,Product,1,51,28.02,No,No,yes
4,3,6,4,I haven’t used the site enough to have a strong opinion.,Product,1,97,64.8,No,Yes,yes
6,6,6,6,N/A,HomePage,5,86,323.18,No,No,yes
5,5,6,7,Truth,Product,1,54,11.17,Yes,No,yes
4,4,6,6,I like the market they've created.,Search,1,123,2.39,No,No,yes
7,7,7,7,TCGplayer ; the subscription alone bangs all of these. continue the good work. ,Product,1,1,1312.58,No,No,yes
5,6,5,5,"I enjoy the service, I support youtube affiliates I would hope your company continues to do so.
EI pay them for the recommend they send your way.",Search,1,2,489.59,No,No,yes
5,5,5,5,"I've no idea how ""kind"" TCGplayer is, or whether or not it has ""motives"". It's a website I use to buy cards (or that I would use to buy cards, if it accepted American Express). But, I've never encountered hate or unfair practices while checking prices or arts or anything, so I guess it's alright.",Search,1,8,28.91,No,No,no
6,6,6,6,I've not personally been wronged by TCGPlayer,Product,1,1,276.23,No,No,yes
4,6,7,7,"""TCGplayer demonstrates empathy and kindness toward me and treats everyone fairly."" My brother in christ a website cannot express empathy or kindness",Search,2,57,28.66,No,No,yes
6,6,7,7,I've been using your website off and on for 10 years. When anybody anywhere looks up a Magic price they use your website. I've purchased hundreds of cards and they all came as advertised. Even my local game store is on your website. Literally the best Magic website I've ever used.,Product,6,128,607.45,Yes,Yes,yes
4,4,2,4,Shipping prices are too high. NOT ENOUGH TCG DIRECT SELLERS. I shouldnt pay $38 for my $65 deck.,Search,5,78,353.73,No,No,yes
4,5,6,6,I've never interacted with anyone from Tcgplayer so I can neither afferm nor deny that Tcgplayer treats people well. Promotions are sometimes somewhat difficult to completely understand.,Product,5,78,353.73,No,No,yes
5,4,5,4,"I think the site is quality and user experience is nice to navigate, but it is a marketplace so experience with sellers can vastly differ from one another. Overall is a nice site and resource to have. ",Search,2,17,67.03,No,No,yes
6,7,7,5,"1.  For a site that is a marketplace, TCGplayer is as open as it can be and keeps things private. 
2. The fact that things are available says to me that there is effort going in.
3. Sometimes the sellers are not held as accountable as they could be for missing/damaged/mis-advertised product.
4. Again, the seller side of TCGplayer is lacking sometimes.",Search,4,72,850.18,Yes,No,yes
6,3,3,5,Packages usually are delivered 1 to 2 days after estimated delivery date. One of my orders did have an inventory issue but TCG player kindly refunded me for the card and gave me a $1 store credit. Overall very happy using this website for my card collecting. ,OrderComplete,1,42,40.48,No,No,yes
6,5,7,5,i dont know,HomePage,1,44,89.13,No,No,yes
7,6,6,1,N/a,Product,4,49,74.78,No,No,yes
4,5,6,6,I’ve never had an experience where I needed your empathy so sorry for the midline on that one.  But I have gotten cards bent and warped in the mail that were said to be in better condition so I can’t give perfect scores on some ,Product,1,1,5.95,No,No,yes
4,4,6,6,"I have no idea about empathy or motives - tcgplayer acts as a shopfront and clearing house for other businesses. But they do that well and must be doing a good job of ensuring vendors deliver on their own promises

Only real complaint is that what's going on w international shipping can be hard to parse. Some vendors have two different shipping prices listed (the real one is always the higher one), some you can add to cart and it's immediately removed, some don't show up at all, some disappear on login

Also the blog content, while obviously self-interested, is of high quality, and that's nice. Shout out to Emma Partlow in particular",Product,1,6,12.84,No,No,yes
4,4,4,4,idk,OrderComplete,1,3,1208.09,No,No,yes
4,6,6,6,Open and utilitarian website design. Proficient and useful.,Product,1,1,106.01,No,No,yes
7,6,7,7,"TCG is great for buyers. Having a great community of sellers along with the option to get everything in 1 package from TCG Direct makes for the best prices online. Release dates are clear and provide correct expectations. The articles about different sets, releases and promotional events help with buyers deciding when to buy.",OrderComplete,1,39,6.36,Yes,No,yes
2,2,4,2,Every direct order is always marked as shipped next day but then has usps saying waiting for package for a week. I honestly don't mind the wait but it feels very dishonest to mark it shipped then wait a week sometimes more to send it out. Especially since I'm only a few hours drive away. ,OrderComplete,1,5,659.64,No,No,no
6,4,6,5,"I think that there are times where I don’t receive what I purchased, however TCG will always lend a hand in making sure that you are compensated in the event you are sent a wrong item or scammed.",OrderComplete,1,25,13.49,No,No,no
4,4,6,6,"I give money, you send cards. ",Search,3,28,42.61,No,No,no
6,6,6,6,I've not had any problems.,Product,2,14,672.66,No,No,no
6,4,7,6,"ive not been a long time user of tcgplayer, but the overall experience is good. all the cards I can try to find are here, and i can filter to exactly the stuff im browsing for pretty easily. 4 out of 5 stars overall so far",Infinite,5,22,231.22,No,No,yes
6,4,5,6,...,Product,1,2,143.16,No,No,yes
6,6,6,6,"Ive had several encounters with tcgplayer staff, and all of them were good experiences.",OrderComplete,3,91,295.19,No,No,yes
5,6,6,5,Some of the sellers still aren't the best at times and even hold your money hostage if the mail gets messed up,HomePage,2,93,56.95,Yes,No,yes
7,6,3,6,I primarily buy yugioh but trying to find certain cards is a hassle like having utrs split from the other versions and how pokemon is a mess to find certain versions.,HomePage,1,46,54.47,Yes,No,no
4,4,4,4,"They provide the card prices, my only dealings is ordering cards.",Product,2,72,73.72,No,No,yes
6,6,6,6,"The website is intuitive, and the cart features are great",Search,1,4,19.95,No,No,yes
5,5,5,5,No,Product,2,5,177.52,No,Yes,no
6,6,6,6,"Please just take these answers at face value, the site is easy enough to use and understand",Search,1,10,5.05,No,No,no
4,5,5,5,"Sellers that do not deliver product, especially after a spike in cards already processed, should be held more accountable when the back out of sales pretending they didn’t have cards in stock. ",OrderComplete,6,95,151.47,No,Yes,yes
6,4,6,5,Tcgplayer is pretty cool. Very few sellers don't cooperate and I have mostly positive experiences. Most problems are on USPS and not TCGPlayer. ,Search,2,42,88.8,Yes,No,yes
4,2,3,3,from past experience on purchasing. descriptions aren't clear and shipping is expensive. also hard to fine card without set numbers,Product,2,27,8.31,No,No,yes
4,4,6,6,"Though I’ve purchased from TCG Player, these purchases have yet to be completed so I can’t answer these questions fully as of now.",OrderComplete,2,53,86.05,No,No,yes
4,4,6,4,Many don’t apply to me as a user ,Product,3,119,44.9,Yes,No,yes
4,4,4,4,"STOP allowing sellers to list cards, then go offline and wait for unsuspecting sellers to list and update their prices by the set market price, which is now substantially lower than it should be. The original seller who went offline is certainly waiting around until someone mistakenly has their item listed for much lower than it's actually going for.",OrderComplete,1,1,143.98,No,No,no
6,5,6,6,I would like to see a feature added where customers are told not only which sellers are listed as direct but then also how many copies of a card does TCGPlayer actually have available in their warehouses for fulfilling these direct options. Too many times I've seen a card list having ten plus direct seller options but then at checkout I'm notified that the TCG warehouse only actually had one or two to satisfy such an order.,Product,3,51,114.77,No,No,yes
6,3,5,3,The TCG marketplace is great.  But TCGPlayer Direct is a poorly run monopoly with terrible practices for players and sellers.,HomePage,1,24,17.34,No,No,yes
4,6,6,6,I have not been disappointed by the equality of the products here.,HomePage,1,2,165.01,No,No,no
6,6,6,6,"I've had one purchase that was disappointing, but I still got everything I'd ordered, just not very expeditiously. ",Infinite,1,1,197.14,No,No,no
6,5,6,6,So far with my recent purchases all have arrived on time or early and have been what I ordered. All in all great experience so far and hope that it stays that way,HomePage,2,51,83.13,No,No,yes
5,7,7,7,I feel there isn’t always great backup for seller accounts,HomePage,1,2,11.25,No,No,yes
4,4,5,6,"I am always logged out on mobile. Also, annoying that card filters (normal, near mint) must be reselected on each new card search",Search,2,6,29.44,Yes,No,yes
7,4,4,4,It’s been an alright place to buy I haven’t had any problems. But hope they can keep improving.,Search,1,1,178,No,No,no
6,6,6,6,TCGplayer is where I go to get all of my pokemon prices and are consistently the high standard right beside ebay in terms of customer care and efficiency ,Search,2,27,45.19,No,No,yes
6,6,5,5,it does its job but obviously anyone can try as they should to the minimum and site will continue to strive if continuing to try better! wish there were easier instructions on how to start and sell on somewhere on front of the page,Search,5,49,35.48,No,No,yes
6,6,5,5,It's the wild west of tcg.. lol,OrderComplete,1,2,77.31,Yes,No,yes
7,7,5,6,It's not uncommon to import a deck list to check the prices for a card that is available and it won't add to the cart saying opps something went wrong.,Product,1,8,14.14,No,No,yes
6,7,6,5,"Overall satisfied, best prices on market",OrderComplete,1,3,97.55,No,No,yes
4,5,6,6,TCG player is obviously a standard of excellence but remains only a silhouette of its true potential. It’s app is dissapointing. Enjoyed making purchases on website.,Search,3,19,107,No,No,yes
5,5,6,6,"I have never been wronged in any way shape or form, and have received all purchases in a timely manner.",Product,1,2,281.61,No,No,yes
6,6,7,7,I've always had a good experience with tcg player,Search,1,7,27.1,No,No,yes
7,7,7,7,TCG Player has always made to sure that your experience with them is good and if something happened to help get to the bottom of it and make sure that you are taken care of.,Search,1,14,22.59,No,No,yes
5,6,3,4,"Cart optimizer is consistently an issue when mixed with tcgdirect orders. 1 card not available for direct makes all cards from seller come from seller and takes off direct so u both subtract from direct total (missing free shipping) AND now have an order from 1 reseller with like 5$ shipping cost. The worst part is that it doesnt tell you the one card (at least on mobile) unlike when you get notifications based on stock becomint unavailable from the reseller you chose.

This is a hassle and consistently makes me not want to do larger orders on tcgplayer. On top of that the ""save for later"" stuff you can add to ur cart doesnt remove itself u go into the card and choose a different seller than the first one they bring up (often a terrible choice thats determined by lowest cost not counting shipping, or is direct but is 2$ more than a listing with 1$ shipping)",Product,1,4,192.95,No,No,yes
6,3,6,6,"A decent amount irresponsible sellers on the website I have delt with but overall, the experience is good and TCG player is usually good at helping fix problems but sometimes nothing is done about certain sellers.",OrderComplete,4,32,195.28,Yes,Yes,yes
4,7,7,7,"I have never interacted with any individual on TCGplayer, but I have had a consistently positive experience using this site.",HomePage,2,12,535.09,No,No,yes
4,4,2,3,"Your checkout kept automatically updating my cart to versions of cards that were different than I selected, or shifted sources of the cards, creating issues with delivery timelines and products actually received.  ",Search,1,1,30.03,No,No,yes
3,4,2,4,"As a former seller, and purchaser, 90% of sellers don't follow shipping procedure guidelines, and the current market manipulation by sellers listing cards under incorrect conditions, for more awareness/profit has lead to an overall decline in quality of the marketplace. ",Product,1,2,9.72,No,No,yes
4,4,6,6,no real identity with the site its a marketplace and less community not a complaint just a comment,Search,1,1,90.59,No,No,yes
2,1,1,1,This site sucks,OrderComplete,1,31,56.51,No,No,yes
7,7,7,7,Always enjoyed having access to the information when needed. No complaints ,Product,1,72,15.89,Yes,No,yes
7,6,7,6,Please reduce account sign-in frequency. ,OrderComplete,2,12,153.11,No,Yes,yes
7,7,7,7,Even when things go wrong the stores message fast to admit mistakes and they move to correct the mistake they made. I love small businesses and helping them.,OrderComplete,2,11,34.61,No,No,no
7,6,6,6,"I've so far had only one issue with tcgplayer and that was when a card I ordered never showed up. I did get a refund though, so it's all good.",Search,1,70,2.24,No,No,no
4,4,6,6,My experience with tcg is great.  Questions 1 and 3 don't really apply to me,Product,6,118,52.53,Yes,No,yes
1,5,6,6,I can't say you treat everyone fairly when you suppress the formation of a union.,OrderComplete,1,8,44.65,No,No,no
6,5,1,1,"My first few orders have all
Been disasters. I received another persons order, now I get a refund and have to rebuy the cards I ordered. 

One of them tripped in price since I ordered originally. ",Product,1,77,23.47,No,No,yes
6,7,5,5,I don't about 20% of my orders  ,OrderComplete,2,7,11.73,No,No,no
6,5,5,6,really cool website i purchase cards for really good prices,Search,2,27,1017.93,No,No,yes
4,4,2,4,"The first 3 questions are irrelevant to a buyer. The last question, you don't create anything I know of, your sellers set the price of the things I buy so TCGPlayer has nothing to do with it and well in my experience buying anything that's under 5 years old is too expensive, and takes to long for shipping that costs (to Canada) too much making most purchases not worth it. I mostly do deck comparisons and see what combos others are doing with magic cards. I would say you are more of an ""investor"" driven platform and not bothering with a player's experience. I would rather shop through 8 different internet pages with local gaming stores all across Canada then shop on here. ",Infinite,2,6,18.71,No,No,yes
3,4,5,3,"I've had issues dealing with orders from TCG Direct so much that I actively avoid buying direct from TCG when possible. TCG Direct cards are usually on the nigher end of the price spectrum for cards, but I didn't mind. I bought from TCG Direct because they are the closest source for cards for delivery for me. However, after having several issues with orders and not being happy with the resolutions including how the representative treated me, I started avoiding TCG Direct purchases and instead have been buying from the other sellers on the site. Since doing so I have not had any issues that weren't taken care of to my satisfaction. So overall my experience is positive but not with the service I received from TCG Direct when buying cards direct from you. ",Search,8,49,48.9,No,No,yes
4,6,5,6,Idk dog seems legit ,OrderComplete,5,2,178.49,No,No,no
